date,interviewer,interviewee_position,research_q,q_field,interview_turn,data,speaker,Code,LTP,Activity,Value_activity,Bias_activity,Q8_aware,Evidence,Value_evid,Constraining_factors,Enabling_factors,Outcomes,NGO_network,Gvt_network,Code_notes
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10c. How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,174,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",175,What are s,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",176,What are s,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",177,Uuum I thi,respondent,NA,NA,Capacity building with gov't,Unclear,NA,NA,NA,NA,NA,NA,Implementation,NA,Other,Reduced gaps that the government couldn't handle
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",178,They have ,respondent,NA,NA,"Curriculum/doc review 
Other",Unclear,NA,NA,NA,NA,NA,NA,Curriculum/documents,NA,Other,"Materials, finances and innovation as results of the engagement"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11a. What do you think caused these changes or outcomes?,179,11a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11a. What do you think caused these changes or outcomes?,180,What do yo,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11a. What do you think caused these changes or outcomes?,181,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,182,11b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,183,Has engage,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,184,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,185,The gap be,respondent,NA,NA,Capacity building with gov't,Not valuable,NA,NA,NA,NA,NA,NA,"Accountability
Leadership/strategy",NA,NA,Government as the primary respondant and CP as a helper
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,186,Aaah somet,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,187,Sidelining,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Government sidelined by partners
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,188,Some where,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Partners overestimating authority
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,189,You want a,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Unresearched program influence
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,190,Almost all,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Lack of program sustainability from CP
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,191,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,192,Conflict o,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Conflict of interests between CPs - further developed in row 203
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,193,Working in,respondent,NA,NA,NA,NA,NA,NA,Transferability,NA,NA,NA,"Negative consequences
Funding/Infrastructural",Other,NA,"Resource allocation focused in just few areas according to mapping (Katete, Choma, Muzee) and just a few in Lundazi and Rwapula. The interviewee refers the need to expand to Chama, Chongwe and Lufusa"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,194,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,195,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,196,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,197,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,198,So those a,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,199,And the la,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,NA,NA,Prioritizing monetary aspects over human impacts and product quality
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,200,I think th,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,201,Could you ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,202,Conflict o,respondent,NA,NA,NA,NA,NA,NA,NA,NA,Implementation,NA,Negative consequences,Other,NA,Competing methodologies and same groups of teachers impacted for LTP as conflict of interest
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,203,Thank you ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,204,Is it some,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,205,Funding do,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Funding coming from different funders rather than solely the ministry of education
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,206,Ok others ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,207,So to me m,respondent,NA,NA,NA,NA,NA,NA,NA,NA,Funding/Infrastructural,NA,NA,VVOB,Other,centralizing funding for education and research under the Ministry of Education as an idea for advocacy
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,208,"Ok, so the",respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,209,students a,respondent,NA,NA,NA,NA,NA,NA,NA,NA,Funding/Infrastructural,NA,NA,NA,Other,centralizing funding for research under the Ministry of Education for sustainability
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,210,So it is a,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",211,What else ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",212,Aaah to me,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,creating a roadmap for intersectoral collaboration in development projects
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",213,VVOB can e,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,VVOB,NA,Employment
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",214,And if chi,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Mapping whole Zambia in 10 years
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",215,These are ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",216,If someone,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,targeted investment for LTP in different sectors
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",217,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",218,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",219,Ok,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",220,Another on,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,targeted investment for LTP where there are gaps
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",221,So to me T,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",222,All the sm,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",223,If its UNI,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",224,Ok that’s ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",225,Are there ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",226,Yeah I thi,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,More documentation in a visual manner
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",227,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",228,Let’s imag,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TV program of LTP
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",229,It would b,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",230,So we have,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",231,If they co,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",232,To me I th,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home education with LTP Tv program
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",233,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",234,I don’t ne,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",235,The other ,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,LTP for people with disabilities
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",236,We have co,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",237,We have ve,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",238,The progra,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",239,How much h,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",240,Very littl,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",241,If there i,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",242,There must,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,Curriculum/documents,NA,NA,NA,NA,Not enough materials on LTP for people with disabilities
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",243,If you are,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",244,There are ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",245,Not teache,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",246,"I see, tha",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",247,So you can,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,Curriculum/documents,NA,NA,NA,NA,Need to modify material for children with visual disabilities
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",248,And what d,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",249,So create ,respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Create materials for children with disabilities
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",250,I pair wit,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",251,They are w,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",252,When I was,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",253,So how do ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",254,That is an,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",255,Thank you ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,256,Is there a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,257,Well thank,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,258,But the th,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,259,to me what,respondent,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recommendation to expand LTP to other social sectors as churches and markets for children there
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,260,Putting th,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,261,And I woul,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,262,I think th,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
