date,interviewer,interviewee_position,research_q,q_field,interview_turn,data,speaker,Code,LTP,Activity,Value_activity,Bias_activity,Q8_aware,Evidence,Value_evid,Constraining_factors,Enabling_factors,Outcomes,NGO_network,Gvt_network,Code_notes
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",147,"The visits were very insightful, the people of Uganda were very upset of themselves because they got shocked here the teachers are paid by government once in Uganda you are trained you are on your own",respondent,State sponsored ECE,NA,Regional study visits (int'l field trips),Valuable,Question 8,NA,NA,NA,Other,Funding/Infrastructural,NA,NA,NA,"Other = Teacher compensation disparity between Uganda and Zambia
Constraining factor in Uganda
Enabling in Zambia"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",148,Yeah it was every insightful even when they saw how the LTP on how it is done by the teachers and mainly use the local available materials,respondent,NA,Local materials,Regional study visits (int'l field trips),Valuable,Question 8,NA,Early learning,Valuable,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",149,They were fascinated and upset of themselves but they were happy that they came to see the program or project.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,150,8e,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,151,Support to teacher training implementation at district levels,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,152,Are you aware of the participation of VVOB in this activity?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,153,"Yes, they have done a lot of work in the cooper belt and Lusaka I have been in that group where we trained a lot of teachers sometimes we would go ten to fifteen days training all the teachers that one I can a test and the value we have a cadre of teachers who are competent, skilled, knowledgeable, who would love the child because the training is holistic in nature. You train them on how to appreciate the brain of the child, you train them on how to work with the child, you train them on how to give discipline to the child and all that are the component that need to bring up a holistic child.",respondent,NA,Other,Support to teacher training,Valuable,Question 8,Aware,Early learning,Valuable,NA,NA,LTP understanding,VVOB,NA,"Teachers in the copper belt and Lusaka trained during 10-15 days.
Trainings in child brain development, methods of teaching, discipline"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,154,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),155,8f,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),156,Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),157,Are you aware of the participation of VVOB in this activity?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),158,How valuable is that participation to you?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),159,"To be honest with you people think that VVOB is ministry of education or It is a department under the ministry of education because for years there offices were at the ministry of education at the CDC, so in terms of interaction we were just a team",respondent,NA,NA,Adhoc / 1on1 interactions,Unclear,Question 8,Aware,NA,NA,NA,NA,NA,VVOB,Other,Other = Ministry of Education
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),160,"And they ensured that also offered part of the social cooperate responsibility, there are times they could also train them IT which could come around we, they also added that value could invite them for some meetings where to share some knowledge and that’s how we work with them.",respondent,NA,NA,Adhoc / 1on1 interactions,Valuable,Question 8,NA,Transferability,Valuable,NA,NA,NA,VVOB,NA,Value by sharing knowledge
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,9. VVOB has a long held relationship with the ministry. How do you feel this impacts their work with you and your colleagues?,161,VVOB has a long held relationship with the ministry,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,9. VVOB has a long held relationship with the ministry. How do you feel this impacts their work with you and your colleagues?,162,How do you feel this impacts their work with you and your colleagues?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,9. VVOB has a long held relationship with the ministry. How do you feel this impacts their work with you and your colleagues?,163,"VVOB has developed materials, it has helped in the development of the curriculum, it has helped in the training of mentors, it has helped in uuum uuum a lot of programing not only materials but even sponsoring conferences and those trips which we are talking about, that is what they have done.",respondent,NA,NA,"Curriculum/doc review 
Support to teacher training 
Regional study visits (int'l field trips)
Other",Valuable,Open response,NA,NA,NA,NA,NA,"Curriculum/documents
LTP understanding
Implementation
Other",VVOB,NA,Other = VVBO has also sponsored conferences
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"10. To the best of your knowledge, how has VVOB supported you in Learning through Play policy making or policy implementation?",164,"To the best of your knowledge, how has VVOB supported you in Learning through Play policy making or policy implementation?",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"10. To the best of your knowledge, how has VVOB supported you in Learning through Play policy making or policy implementation?",165,"Aaah maybe at an individual level as a cooperative, as an entity, as a ministry we have worked together to come up with a programing like we have said, different materials I think that is the part which they have done to the ministry to come up with even policies like catch up yeah so yeah that’s what they have done.",respondent,NA,NA,Q10 -Maintaining VVOB office,Valuable,Open response,NA,NA,NA,NA,NA,"Curriculum/documents
Policy",NA,Other,Cooperation with the Ministry of Education to create materials and policies
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10a. What kinds of input did they give?,166,10a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10a. What kinds of input did they give?,167,What kinds of input did they give?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10a. What kinds of input did they give?,168,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10b. To what extent did VVOB invite you and your colleagues to collaborate?,169,10b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10b. To what extent did VVOB invite you and your colleagues to collaborate?,170,To what extent did VVOB invite you and your colleagues to collaborate?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10b. To what extent did VVOB invite you and your colleagues to collaborate?,171,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10c. How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,172,10c,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10c. How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,173,How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10c. How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,174,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",175,"What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",176,What are some of the less observable results of engaging with coordinating partners?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",177,Uuum I think working with different partners such as VVOB have reduced gaps which government cannot do,respondent,NA,NA,Capacity building with gov't,Unclear,NA,NA,NA,NA,NA,NA,Implementation,NA,Other,Reduced gaps that the government couldn't handle
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"11. What are some of the concrete results of engagements with coordinating partners, VVOB included, from your point of view? These might include changes in documents, funding, or specific policies. What are some of the less observable results of engaging with coordinating partners?",178,"They have brought in materials, finances, they have gone to areas where probably we could have not done they have done innovation which may be we were afraid to try, I think that’s what aaah I can say.",respondent,NA,NA,"Curriculum/doc review 
Other",Unclear,NA,NA,NA,NA,NA,NA,Curriculum/documents,NA,Other,"Materials, finances and innovation as results of the engagement"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11a. What do you think caused these changes or outcomes?,179,11a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11a. What do you think caused these changes or outcomes?,180,What do you think caused these changes or outcomes?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11a. What do you think caused these changes or outcomes?,181,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,182,11b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,183,Has engagement had any negative impacts or made things complicated?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,184,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,185,"The gap between cooperating partners and government has reduced. You know aaah there has been that thinking that cooperate partners should work on their own, we are working for one government and we are working for 1 Zambia so now the working together of the partners I think has also shown that there is a government which is responsible and there is cooperating partner who is role is to help the government not to lead the government sometimes I see the challenges of cooperating with the partners is:",respondent,NA,NA,Capacity building with gov't,Not valuable,NA,NA,NA,NA,NA,NA,"Accountability
Leadership/strategy",NA,NA,Government as the primary respondant and CP as a helper
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,186,Aaah sometimes I see the challenge of cooperating with the partners is:,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,187,Sidelining the government in some of the activity or coming up at the eleventh hours when they have already done the programing because they some funding somewhere.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Government sidelined by partners
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,188,Some where some cooperating partners think they are bigger than the government.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Partners overestimating authority
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,189,You want at all cost your program to influence change without further research.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Unresearched program influence
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,190,"Almost all cooperating partners they don’t leave the issue of sustainability or another area is where you get the resources to continue with the programing, So some problems are left hanging and they shift to another program.",respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Lack of program sustainability from CP
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,191,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,192,Conflict of interest with in the same cooperating partners,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,Other,NA,Conflict of interests between CPs - further developed in row 203
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,193,"Working in the same environment with the child rather than spreading their resources and envelop to other areas. When we did the mapping you will be shocked that most of the activities are in Katete, Choma, Muzee, just around there. Few are in Rwapula, in Rwapula there is almost nothing, North West there is nothing some few in Shangombo. So the mapping is almost zero in Lundazi, Choma almost zero. So we are saying why you should be in Chama, Chongwe, in Lufunsa",respondent,NA,NA,NA,NA,NA,NA,Transferability,NA,NA,NA,"Negative consequences
Funding/Infrastructural",Other,NA,"Resource allocation focused in just few areas according to mapping (Katete, Choma, Muzee) and just a few in Lundazi and Rwapula. The interviewee refers the need to expand to Chama, Chongwe and Lufusa"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,194,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,195,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,196,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,197,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,198,So those are some of the have challenges.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,199,"And the last one is aaah looking at the monetary aspect or the results frame work so to me it is not the result frame work, so to it is about the product than the human aspect, because a there is donor has given you the money you don’t care about the impact that may have on a Zambian child you don’t care about the product that is going to come out from there has it received enough information",respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative consequences,NA,NA,Prioritizing monetary aspects over human impacts and product quality
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,200,I think that’s what I can say.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,201,Could you elaborate more on the meaning of conflict of interest please?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,202,"Conflict of interest is aaah one let’s use the example of learning through play aaah is done in one district for example Chongwe, targeting the same teachers then learning routes from World division, goes in brings in a different dimension using the same methodology targeting the same teachers so you can see that each one wants to protect his territory so there is that conflict of interest where dictates that a child should play like this and others are saying no the child should play like this so, they are the same teachers and the same child so the teacher are getting confused and say what is best for the child and the one being destroyed is the child.",respondent,NA,NA,NA,NA,NA,NA,NA,NA,Implementation,NA,Negative consequences,Other,NA,Competing methodologies and same groups of teachers impacted for LTP as conflict of interest
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,203,"Thank you so much for clarifying and maybe just to dig deeper on that one why is it happening that cooperating partners go to the same schools different competing partners with the programs which are targeting the same child, using different names and approaches but they are all naming it learning through play",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,204,Is it something ministry has struggled to sort out what the challenge why is there that problem?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,205,Funding does not come from the ministry rather from it comes from different funders,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Funding coming from different funders rather than solely the ministry of education
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,206,"Ok others can get from LOGO foundation and others from Fedra aah joger fedra, others from the Christian organizations and others from Bill gates so all these they may bring in another dimension you know we are looking at a child from this angle another one may look at this you know and then all of them are talking about the same environment",respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,207,"So to me my advocate actually from the word go which I was pushing for was to bring all the money from stake holders into one basket under the ministry of education have a national research fund where the implementers say VVOB if they have say thirty million $ project we are not saying that government will get a hold of it no, but even if the government gets hold of it, VVOB as the implementer should be able to know how much money has been able to go to ECE, If someone ask me to tell how much money has gone to ECE, the past ten years from different stake holders, I’ve have no figures because the figures are with the stake holders",respondent,NA,NA,NA,NA,NA,NA,NA,NA,Funding/Infrastructural,NA,NA,VVOB,Other,centralizing funding for education and research under the Ministry of Education as an idea for advocacy
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,208,"Ok, so there is that a house where even the stake holders want to leave that project, I can get students, Ph.D",respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,209,"students and say we have this money which was left by this organization are you able to do this research or who are the funders, are you able to get funders who would continue with this project",respondent,NA,NA,NA,NA,NA,NA,NA,NA,Funding/Infrastructural,NA,NA,NA,Other,centralizing funding for research under the Ministry of Education for sustainability
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,11b. Has engagement had any negative impacts or made things complicated?,210,So it is a basket which full of money but it is empty.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",211,"What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",212,"Aaah to me it is continuing to have a round table, sharing great ideas that Zambia needs to develop on, and then drawing up a road map on how there can be an intersectoral working, I don’t want to use a word multi-sectoral but intersectoral where for example if VVOB has the project in katete and there is also a presence of maybe child fund and the program is the same",respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,creating a roadmap for intersectoral collaboration in development projects
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",213,"VVOB can even employ the workers there who can work with child fund, and child fund would be the ones to do most of the monitoring on behalf of VVOB",respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,VVOB,NA,Employment
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",214,"And if child fund has another is another project there, you know this interlinking and working together and mapping the whole Zambia let’s say in ten years",respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Mapping whole Zambia in 10 years
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",215,These are the areas where we should concentrate on,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",216,"If someone brings money in these other areas, if for example like in India you can’t just come and do the same things we were doing because someone brings money you are doing the same thing no they will tell you, we don’t need money in this area have already a program for learning through play for example What we need now is learning through play in sports, So bring your money, invest it in how do we develop a footballer to be learning through sports",respondent,NA,NA,Q12- Improvements /Recs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,targeted investment for LTP in different sectors
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"12. What else would you like to see from coordinating partners, VVOB included, or what about their engagement could be improved?",217,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
